"","V1","V2"
"1",0,0.86924150767799
"2",0.0223359702187064,0.792461610051187
"3",0.0809678920428106,0.654723127035831
"4",0.208934388087483,0.651465798045603
"5",0.199627733829688,0.527221963704048
"6",0.320614239181014,0.518845974872034
"7",0.116798510935319,0.489064681247092
"8",0.209865053513262,0.353187529083295
"9",0.314564913913448,0.373662168450442
"10",0.443927408096789,0.421591437878083
"11",0.551884597487203,0.54071661237785
"12",0.553280595625873,0.70497906002792
"13",0.628664495114006,0.477431363424849
"14",0.620753838994881,0.404374127501163
"15",0.589111214518381,0.253140995812006
"16",0.747789669613774,0.288040949278734
"17",0.907398790134947,0.201489064681247
"18",1,0.0744532340623546
"19",0.390414146114472,0.266170311772918
"20",0.516984644020475,0.354583527221964
"21",0.391810144253141,0.120521172638436
"22",0.496975337366217,0.0926012098650535
"23",0.624011167985109,0.155886458818055
"24",0.507212657049791,0
"25",0.704048394602141,0.0125639832480223
